id,word,meaning1,meaning2,meaning3,level
2000,production,uretim,imalat,hasat,A2
2001,coin,madeni para,jeton,sikke,A2
2002,accept,kabul etmek,razı olmak,üstlenmek,A2
2003,professional,profesyonel,uzman,mesleki,A2
2004,unknown,bilinmeyen,meçhul,tanınmayan,A2
2005,unlike,aksine,benzemez,-den farklı olarak,A2
2006,consist,oluşmak,ibaret olmak,meydana gelmek,A2
2007,cola,kola,kola içeceği,gazlı içecek,A2
2008,sample,örnek,numune,temsilî parça,A2
2009,acceptable,kabul edilebilir,uygun,makul,A2
2010,consider,düşünmek,göz önüne almak,kabul etmek,A2
2011,rugby,ragbi,ragbi oyunu,rugbi sporu,A2
2012,quiz,kısa sınav,küçük test,bilgi yarışması,A2
2013,quite,oldukça,tamamen,epey,A2
2014,consequence,sonuç,netice,akıbet,A2
2015,progressive,ilerlemeci,ilerleyici,gelişmeci,A2
2016,sake,hatır,uğruna,amaç,A2
2017,comfortable,rahat,konforlu,huzurlu,A2
2018,queen,kraliçe,vezir,taçlı kadın,A2
2019,wander,dolaşmak,gezmek,aylaklık etmek,A2
2020,sadly,ne yazık ki,üzücü bir şekilde,maalesef,A2
2021,company,şirket,firma,arkadaşlık,A2
2022,publish,yayınlamak,neşretmek,basmak,A2
2023,comparative,karşılaştırmalı,kıyaslamalı,göreli,A2
2024,composer,besteçi,kompozitör,şarkı yazarı,A2
2025,compare,karşılaştırmak,kıyaslamak,benzetmek,A2
2026,unusual,alışılmadık,sıra dışı,olağandışı,A2
2027,pull,çekmek,çekiş,sürüklemek,A2
2028,pursue,takip etmek,peşinden gitmek,sürdürmek,A2
2029,rush,acele etmek,koşturmak,akın,A2
2030,purpose,amaç,maksat,hedef,A2
2031,competition,yarışma,rekabet,müsabaka,A2
2032,punctuation,noktalama,noktalama işaretleri,duraklama,A2
2033,complete,tamamlamak,eksiksiz,bütün,A2
2034,public,halk,kamu,umumi,A2
2035,communication,iletişim,haberleşme,bağlantı,A2
2036,safe,güvenli,sağlam,kasa,A2
2037,communicate,iletişim kurmak,haberleşmek,aktarmak,A2
2038,sailing,yelken,yelkençilik,deniz seyahati,A2
2039,comic,komik,çizgi roman,güldürü,A2
2040,condition,koşul,şart,durum,A2
2041,rumor/rumour,söylenti,şayia,dedikodu,A2
2042,accident,kaza,tesadüf,felaket,A2
2043,upset,üzgün,üzmek,altüst etmek,A2
2044,runner,koşucu,kurye,halı şerit,A2
2045,brave,cesur,yürekli,cürretkar,A2
2046,racket,raket,gürültü,vurgun,A2
2047,quality,kalite,nitelik,vasıf,A2
2048,commitment,bağlılık,taahhüt,sorumluluk,A2
2049,committee,komite,kurul,komisyon,A2
2050,concern,endişe,ilgilendirmek,kaygı,A2
2051,common,yaygın,ortak,sıradan,A2
2052,provide,sağlamak,temin etmek,vermek,A2
2053,running,koşu,çalışan,akarsu,A2
2054,concentrate,odaklanmak,konsantre olmak,yoğunlaşmak,A2
2055,psychologist,psikolog,ruhbilimci,terapist,A2
2056,upon,üzerinde,üstüne,üzerine,A2
2057,used,kullanılmış,ikinci el,alışkın,A2
2058,panic,panik,korku,telaş,A2
2059,royal,kraliyet,kral,asîl,A2
2060,pretend,yapmış gibi görünmek,rol yapmak,farz etmek,A2
2061,clerk,tezgahtar,memur,katip,A2
2062,brainstorm,fikir üretmek,beyin fırtınası,akıl yürütmek,A2
2063,click,tıklamak,tıkırtı,tık sesi,A2
2064,prevent,önlemek,engellemek,sakınmak,A2
2065,unforgettable,unutulmaz,akılda kalıcı,unutulamayacak,A2
2066,brake,fren,fren yapmak,durdurmak,A2
2067,rap,rap müziği,hafif vuruş,tık tık,A2
2068,unfortunately,ne yazık ki,maalesef,talihsizce,A2
2069,sausage,sosis,sucuk,salam,A2
2070,pride,gurur,iftihar,kibir,A2
2071,cooler,soğutucu,termos,serinletici,A2
2072,unhappy,mutsuz,üzgün,neşesiz,A2
2073,branch,dal,şube,kol,A2
2074,scale,ölçek,tartı,pul,A2
2075,unfair,haksız,adaletsiz,insafsız,A2
2076,clearly,açıkça,net bir şekilde,belli ki,A2
2077,pressure,basınç,baskı,zorlama,A2
2078,ray,ışın,ışık demeti,vatoz,A2
2079,raw,çiğ,ham,işlenmemiş,A2
2080,claim,iddia etmek,hak iddia etmek,talep etmek,A2
2081,root,kök,dayanak,köken,A2
2082,valley,vadi,akarsu yatağı,dere,A2
2083,rope,ip,halat,urgan,A2
2084,classic,klasik,geleneksel,tipik,A2
2085,rating,derecelendirme,değerlendirme,reyting,A2
2086,cooking,pişirme,aşçılık,yemek pişirme,A2
2087,cost,maliyet,fiyat,tutar,A2
2088,rather,oldukça,tercihen,daha ziyade,A2
2089,achieve,başarmak,elde etmek,ulaşmak,A2
2090,uneasy,huzursuz,kaygılı,rahatsız,A2
2091,rate,oran,fiyat,derecelendirmek,A2
2092,brilliant,parlak,harika,mükemmel,A2
2093,cleaner,temizlikçi,temizleyici,leke çıkarıcı,A2
2094,correctly,doğru bir şekilde,hatasız,tam olarak,A2
2095,clear,açık,net,berrak,A2
2096,classical music,klasik müzik,sanat müziği,batı müziği,A2
2097,value,değer,kıymet,önem,A2
2098,cooker,ocak,pişirici,fırın,A2
2099,brand,marka,damga,çeşit,A2
2100,raincoat,yağmurluk,mavi trençkot,su geçirmez mont,A2
2101,clue,ipucu,delil,fikir verme,A2
2102,unit,birim,ünite,bölüm,A2
2103,walking,yürüyüş,yürüyen,yaya,A2
2104,private,özel,gizli,şahsi,A2
2105,continue,devam etmek,sürdürmek,sürmek,A2
2106,usual,alışılmış,olağan,normal,A2
2107,continent,kıta,ana kara,kara parçası,A2
2108,context,bağlam,metin,kapsam,A2
2109,pro,profesyonel,uzman,lehte,A2
2110,probably,muhtemelen,galiba,büyük ihtimalle,A2
2111,sandy,kumlu,kum rengi,kumlu yer,A2
2112,container,konteyner,kap,kapsül,A2
2113,coast,sahil,kıyı,deniz kıyısı,A2
2114,contact,temas,iletişim,bağlantı,A2
2115,useful,faydalı,yararlı,kullanışlı,A2
2116,university,üniversite,yüksekokul,akademi,A2
2117,clown,palyaço,soytarı,komik kimse,A2
2118,printer,yazıcı,matbaacı,basımcı,A2
2119,breeze,esinti,hafif yel,yel,A2
2120,contrast,zıtlık,karşıtlık,tezat,A2
2121,unhealthy,sağlıksız,sıhhatsiz,zararlı,A2
2122,roughly,kabaca,yaklaşık olarak,sertçe,A2
2123,range,aralık,sıra,menzil,A2
2124,sauce,sos,salça,çeşni,A2
2125,uniform,üniforma,tek tip,forma,A2
2126,clone,klon,kopya,eş hücre,A2
2127,bride,gelin,yeni evli kadın,gelincik,A2
2128,round,yuvarlak,daire,tur,A2
2129,climbing,tırmanma,dağcılık,tırmanış,A2
2130,unimportant,önemsiz,değersiz,ikincil,A2
2131,raise,arttırmak,yükseltmek,zam,A2
2132,youth,gençlik,genç,delikanlılık,A2
2133,convenience,kolaylık,uygunluk,rahatlık,A2
2134,principal,baş,müdür,asal,A2
2135,satisfy,tatmin etmek,memnun etmek,doyurmak,A2
2136,roundabout,dönel kavşak,dolambaçlı,atlıkarınca,A2
2137,control,kontrol,denetim,yönetmek,A2
2138,print,basmak,baskı,yazı karakteri,A2
2139,convenient,uygun,elverişli,rahat,A2
2140,cycling,bisiklet sürme,bisikletçilik,pedallama,A2
2141,complaint,şikayet,yakınma,itiraz,A2
2142,advantage,avantaj,yarar,üstünlük,A2
2143,remain,kalmak,artmak,sürmek,A2
2144,trick,hile,oyun,marifet,A2
2145,bookshelf,kitaplık,kitap rafı,etajer,A2
2146,disadvantage,dezavantaj,sakınca,zarar,A2
2147,response,cevap,yanıt,tepki,A2
2148,seek,aramak,istemek,çabalamak,A2
2149,disagree,aynı fikirde olmamak,anlaşmazlığa düşmek,karşı çıkmak,A2
2150,patient,hasta,sabırlı,tahammüllü,A2
2151,disappear,gözden kaybolmak,ortadan kalkmak,yok olmak,A2
2152,pass,geçmek,vermek,başarmak,A2
2153,senior,kıdemli,yaşlı,son sınıf,A2
2154,seem,görünmek,izlenimi vermek,gelmek,A2
2155,admit,itiraf etmek,kabul etmek,almak,A2
2156,description,tanımlama,açıklama,betimleme,A2
2157,developed,gelişmiş,kalkınmış,geliştirilmiş,A2
2158,remind,hatırlatmak,akla getirmek,uyarmak,A2
2159,discussion,tartışma,görüşme,müzakere,A2
2160,violent,şiddetli,saldırgan,hırçın,A2
2161,desert,çöl,terk etmek,kaçmak,A2
2162,develop,gelişmek,geliştirmek,büyümek,A2
2163,rhythm,ritim,tartım,tempo,A2
2164,pepper,biber,karabiber,ekmek,A2
2165,reunion,kavuşma,buluşma,mezunlar buluşması,A2
2166,dishonest,dürüst olmayan,sahtekar,namussuz,A2
2167,diamond,elmas,pırlanta,karo,A2
2168,cash,nakit,peşin para,nakde çevirmek,A2
2169,photography,fotoğrafçılık,fotoğraf çekme,resim,A2
2170,dentist,diş hekimi,dişçi,diş tabibi,A2
2171,dislike,hoşlanmamak,sevmemek,nefret,A2
2172,pence,peniler,kuruşlar,bozuk para,A2
2173,photographer,fotoğrafçı,kameraman,resimçi,A2
2174,penfriend/pen friend,mektup arkadaşı,yazışma arkadaşı,sanal arkadaş,A2
2175,sense,duyu,anlam,mantık,A2
2176,calendar,takvim,günlük,ajanda,A2
2177,seed,tohum,çekirdek,cüsse,A2
2178,sew,dikmek,iğnelemek,örgü örmek,A2
2179,village,köy,karye,mezra,A2
2180,budget,bütçe,mali tablo,ekonomik,A2
2181,partly,kısmen,bir dereceye kadar,biraz,A2
2182,photograph,fotoğraf,resim,fotoğraflamak,A2
2183,department store,büyük mağaza,mağaza zinciri,alışveriş merkezi,A2
2184,bug,böcek,tahta kurusu,virüs,A2
2185,carrot,havuç,havuç rengi,teşvik,A2
2186,reveal,ortaya koymak,ifşa etmek,açığa vurmak,A2
2187,depend,bağlı olmak,güvenmek,dayanmak,A2
2188,truly,gerçekten,hakikaten,tamamen,A2
2189,represent,temsil etmek,ifade etmek,göstermek,A2
2190,petrol station,benzinlik,akaryakıt istasyonu,pompa,A2
2191,petrol,benzin,akaryakıt,yağ,A2
2192,cab,taksi,şoför mahalli,fayton,A2
2193,captain,kaptan,yüzbaşı,lider,A2
2194,path,patika,yol,güzergah,A2
2195,dessert,tatlı,meyve,ikram,A2
2196,permission,izin,müsaade,onay,A2
2197,destroy,yok etmek,tahrip etmek,mahvetmek,A2
2198,perfectly,mükemmel bir şekilde,kusursuzca,tamamen,A2
2199,disco,disko,diskotek,eğlence yeri,A2
2200,adult,yetişkin,erişkin,büyük,A2
2201,perform,sahnelemek,göstermek,icra etmek,A2
2202,capital letter,büyük harf,baş harf,mükemmel harf,A2
2203,traveler/traveller,gezgin,yolcu,seyyah,A2
2204,advanced,ileri düzey,gelişmiş,kıdemli,A2
2205,perhaps,belki,olası,muhtemelen,A2
2206,capital,başkent,sermaye,anapara,A2
2207,replace,değiştirmek,yerine koymak,yenilemek,A2
2208,perfume,parfüm,güzel koku,esans,A2
2209,detail,detay,ayrıntı,teferruat,A2
2210,pasta,makarna,pasta,hamur işi,A2
2211,reply,cevap vermek,yanıt,karşılık vermek,A2
2212,disappointing,hayal kırıklığı,üzücü,tatmin etmeyen,A2
2213,return,dönmek,geri vermek,iade etmek,A2
2214,semester,sömestr,dönem,yarıyıl,A2
2215,passage,geçit,pasaj,paragraf,A2
2216,passenger,yolcu,konuk,seyahat eden,A2
2217,bulb,ampul,soğan,bitki soğanı,A2
2218,trap,tuzak,kap,kapan,A2
2219,violin,keman,yaylı çalgı,müzik aleti,A2
2220,ability,yetenek,kabiliyet,beceri,A2
2221,remote,uzak,kumanda,izole,A2
2222,cafeteria,kafeterya,kantin,yemekhane,A2
2223,send,göndermek,yollamak,iletmek,A2
2224,trust,güvenmek,itimat,güven,A2
2225,trouble,sorun,dert,sıkıntı,A2
2226,car park,otopark,araç parkı,park yeri,A2
2227,rent,kira,kiralamak,giriş bedeli,A2
2228,discover,keşfetmek,fark etmek,bulmak,A2
2229,repair,tamir etmek,onarmak,düzeltmek,A2
2230,bookcase,kitaplık,kitap dolabı,raf,A2
2231,several,birkaç,çeşitli,kimi,A2
2232,personality,kişilik,şahsiyet,karakter,A2
2233,disappointed,hayal kırıklığı,üzgün,memnuniyetsiz,A2
2234,admire,hayran olmak,beğenmek,takdir etmek,A2
2235,perfect,mükemmel,kusursuz,kusursuzlaştırmak,A2
2236,report,rapor,bildirmek,haber vermek,A2
2237,visitor,ziyaretçi,konuk,misafir,A2
2238,performance,performans,başarı,gösteri,A2
2239,cassette,kaset,şerit,muhafaza,A2
2240,physical,fiziksel,bedensel,maddi,A2
2241,bus station,otogarı,otobüs durağı,otobüs terminali,A2
2242,bus stop,otobüs durağı,durak,bekleme yeri,A2
2243,bush,çalı,bodur ağaç,çalılık,A2
2244,treasure,hazine,servet,değer vermek,A2
2245,research,araştırma,inceleme,araştırmak,A2
2246,serve,hizmet etmek,servis yapmak,sunmak,A2
2247,bookshop,kitapçı,kitap dükkanı,sahaf,A2
2248,businessman,iş adamı,tüccar,sanayici,A2
2249,washing-up,bulaşık,bulaşık yıkama,temizlik,A2
2250,diet,diyet,beslenme,perhiz,A2
2251,die,ölmek,vefat etmek,son bulmak,A2
2252,truth,gerçek,doğruluk,hakikat,A2
2253,delay,gecikme,ertelemek,geciktirmek,A2
2254,video game,video oyunu,bilgisayar oyunu,konsol oyunu,A2
2255,bonus,ikramiye,prim,ek kazanç,A2
2256,secret,sır,gizli,giz,A2
2257,cause,sebep olmak,neden,yol açmak,A2
2258,differently,farklı olarak,başka türlü,değişik biçimde,A2
2259,voice,ses,ses tonu,fikir bildirme,A2
2260,pilgrim,hacı,ziyaretçi,gezgin,A2
2261,degree,derece,ölçek,diploma,A2
2262,pear,armut,armut ağacı,armut meyvesi,A2
2263,pile,yığın,küme,istif etmek,A2
2264,bury,gmmek,toprağa vermek,saklamak,A2
2265,digital camera,dijital kamera,sayısal fotoğraf makinesi,dijital fotoğraf makinesi,A2
2266,adventure,macera,serüven,maceraperestlik,A2
2267,shadow,gölge,izlemek,karanlık,A2
2268,secretary,sekreter,yazman,bakan,A2
2269,dinosaur,dinozor,eski kafalı,dev sürüngen,A2
2270,pilot,pilot,uçuş görevlisi,kılavuz,A2
2271,washing machine,çamaşır makinesi,yıkama makinesi,otomatik çamaşır makinesi,A2
2272,shade,gölge,ton,gölgelik,A2
2273,difficulty,zorluk,güçlük,problem,A2
2274,campus,kampüs,yerleşke,üniversite alanı,A2
2275,yeah,evet,peki,aynen,A2
2276,view,manzara,görünüm,görüş,A2
2277,request,istek,talep etmek,rica,A2
2278,retire,emekli olmak,çekilmek,emekliye ayrılmak,A2
2279,direct,doğrudan,yöneltmek,direkt,A2
2280,release,serbest bırakmak,piyasaya sürmek,salıvermek,A2
2281,part,parça,bölüm,kısım,A2
2282,castle,kale,şato,hisar,A2
2283,writing,yazı,yazma,yazarlık,A2
2284,adjective,sıfat,ön ad,niteleyici kelime,A2
2285,diary,günlük,ajanda,hatıra defteri,A2
2286,businesswoman,iş kadını,sanayici kadın,kadın girişimci,A2
2287,regular,düzenli,kuralli,olağan,A2
2288,director,yönetmen,müdür,direktör,A2
2289,separate,ayrı,ayırmak,farklı,A2
2290,additional,ek,ilave,fazladan,A2
2291,adjust,ayarlamak,uydurmak,alışmak,A2
2292,right-hand,sağ el,sağ taraftaki,en yakın yardımcı,A2
2293,vocabulary,kelime hazinesi,sözcük dağarcığı,lügat,A2
2294,physically,fiziksel olarak,bedenen,maddeten,A2
2295,zone,bölge,kuşak,alan,A2
2296,display,sergilemek,ekran,göstermek,A2
2297,retired,emekli,görevden ayrılmış,müstafi,A2
2298,pill,hap,tablet,kapsül,A2
2299,PC,kişisel bilgisayar,pc,masaüstü bilgisayar,A2
2300,seriously,ciddiyetle,ciddi olarak,gerçekten,A2
2301,direction,yön,istikamet,doğrultu,A2
2302,pea,bezelye,bezelye tanesi,ufak şey,A2
2303,relaxed,rahat,gevşemiş,huzurlu,A2
2304,regularly,düzenli olarak,muntazaman,sık sık,A2
2305,peaceful,huzurlu,barışçıl,sakin,A2
2306,camping,kamp,kampçılık,kamp kurma,A2
2307,relax,rahatlamak,dinlenmek,gevşemek,A2
2308,windsurfing,rüzgar sörfü,sörf,yelken tahtası,B1
2309,academy,akademi,yüksekokul,bilim kurulu,B1
2310,logo,logo,amblem,sembol,B1
2311,respect,saygı,hürmet,bakım,B1
2312,southwest,güneybatı,lodos,güneybatı yönü,B1
2313,resort,tatil köyü,başvuru,sığınak,B1
2314,apology,özür,mahcubiyet,savunma,B1
2315,southern,güney,güneye ait,güneydeki,B1
2316,resource,kaynak,öz kaynak,çare,B1
2317,loyal,sadık,vefalı,bağlı,B1
2318,routine,rutin,sıradan iş,alışılmış,B1
2319,rank,rütbe,derece,sıra,B1
2320,loyalty,sadakat,bağlılık,vefa,B1
2321,rescue,kurtarma,imdat,kurtarış,B1
2322,jewel,mücevher,değerli taş,cevahir,B1
2323,accent,aksan,vurgu,şive,B1
2324,loss,kayıp,zarar,ziyan,B1
2325,stall,tezgah,köşk,ahır,B1
2326,academic,akademik,bilimsel,akademisyen,B1
2327,jealous,kıskanç,hasut,imrenen,B1
2328,loudspeaker,hoparlör,ses yükseltici,megafon,B1
2329,resist,direnmek,karşı koymak,dayanmak,B1
2330,jazz,caz,caz müziği,caz tarzı,B1
2331,jar,kavanoz,çömlek,sarsıntı,B1
2332,ivory,fildişi,fildişi rengi,diş,B1
2333,resident,sakin,oturan,yerli,B1
2334,windscreen,ön cam,rüzgarlık,cam siperi,B1
2335,luggage,bagaj,valiz,yük,B1
2336,rainfall,yağış,yağmur,yağmur yağması,B1
2337,jail/gaol,hapis,cezaevi,tutukevi,B1
2338,rainforest,yağmur ormanı,tropik orman,orman,B1
2339,loud,gürültülü,sesli,yüksek sesli,B1
2340,residential,konut,yerleşim,meskun,B1
2341,lottery,piyango,loto,kur'a,B1
2342,artistic,sanatsal,sanatçı,estetik,B1
2343,researcher,araştırmacı,incelemeci,alim,B1
2344,reserve,rezerv,yedek,ayırmak,B1
2345,reunify,yeniden birleştirmek,bütünleştirmek,tekrar birleşmek,B1
2346,southeast,güneydoğu,güneydoğu yönü,keşişleme,B1
2347,rage,öfke,kızgınlık,furya,B1
2348,reunification,yeniden birleşme,bütünleşme,tekrar birleştirme,B1
2349,sour,ekşi,acı,bozulmuş,B1
2350,rough,engebeli,kaba,sert,B1
2351,resemble,benzemek,anımsatmak,andıra,B1
2352,lorry,kamyon,tır,yük arabası,B1
2353,railway,demiryolu,tren hattı,raylı sistem,B1
2354,reservation,rezervasyon,yerırtma,çekince,B1
2355,rail,ray,parmaklık,korkuluk,B1
2356,ashamed,utanmış,utangaç,mahcup,B1
2357,resolve,çözmek,karar vermek,halletmek,B1
2358,ape,maymun,şempanze,taklit etmek,B1
2359,railroad,demiryolu,tren yolu,ray hattı,B1
2360,lovingly,sevgiyle,şefkatle,seve seve,B1
2361,artist,sanatçı,ressam,oyuncu,B1
2362,jade,yeşim,yeşim taşı,eski kısrak,B1
2363,iron,demir,ütü,ütülemek,B1
2364,radiation,radyasyon,ışıma,ışınım,B1
2365,runway,pistin,defile yolu,kalkış pisti,B1
2366,marble,mermer,misket,bilye,B1
2367,maple,akçaağaç,akça,akçaağaç şurubu,B1
2368,retail,perakende,perakende satış,perakende satmak,B1
2369,quake,deprem,sarsıntı,titremek,B1
2370,antique,antika,eski eser,tarihi,B1
2371,sometime,bir ara,bazen,ileride bir zaman,B1
2372,steady,istikrarlı,sabit,düzenli,B1
2373,sometimes,bazen,arada sırada,kimi zaman,B1
2374,qualified,nitelikli,vasıflı,ehil,B1
2375,aspirin,aspirin,ağrı kesici,ilaç,B1
2376,wither,solmak,kurumak,sararmak,B1
2377,introduction,giriş,tanıtım,önsöz,B1
2378,steadily,düzenli olarak,istikrarlı bir şekilde,sürekli,B1
2379,mankind,insanlık,beşeriyet,insanoğlu,B1
2380,qualify,hak kazanmak,yeterli olmak,eleştirmek,B1
2381,management,yönetim,idare,işletme,B1
2382,quantity,miktar,nicelik,sayı,B1
2383,runaway,kaçak,firari,başıboş,B1
2384,status,statü,durum,konum,B1
2385,accessory,aksesuar,teferruat,yardımcı parça,B1
2386,puzzle,bulmaca,yapboz,kafa karıştırmak,B1
2387,someplace,bir yer,bir yere,bazı yerler,B1
2388,marine,deniz,denizci,donanma,B1
2389,accidental,kazara,tesadüfi,istemeden,B1
2390,intermediate,orta seviye,ara,orta,B1
2391,mass,kütle,topluluk,ayin,B1
2392,mash,püre yapmak,ezmek,lapa,B1
2393,retain,korumak,tutmak,muhafaza etmek,B1
2394,pure,saf,katkısız,temiz,B1
2395,purify,arıtmak,temizlemek,saflaştırmak,B1
2396,intermission,ara,teneffüs,mola,B1
2397,somehow,nasılsa,bir şekilde,öyle böyle,B1
2398,internal,dahili,iç,öz,B1
2399,internationally,uluslararası alanda,milletlerarası,dünya çapında,B1
2400,willingness,isteklilik,gönüllülük,arzululuk,B1
2401,invasion,istila,akın,yayılma,B1
2402,purse,cüzdan,kadın çantası,kesi,B1
2403,interrupt,sözünü kesmek,ara vermek,kesintiye uğratmak,B1
2404,steel,çelik,çelikten yapmak,metanet,B1
2405,steam,buhar,buhar çıkarmak,güç,B1
2406,interval,ara,fasıla,mola,B1
2407,interviewee,mülakat yapılan,sorgulanan,görüşülen kişi,B1
2408,marriage,evlilik,izdivaç,nikah,B1
2409,witness,tanık,şahit,tanıklık etmek,B1
2410,accidentally,kazara,yanlışlıkla,tesadüfen,B1
2411,marked,belirgin,işaretli,dikkat çekici,B1
2412,steep,dik,sarp,uçuk,B1
2413,isolation,izolasyon,tecrit,yalnızlık,B1
2414,antonym,zıt anlamlı,karşıt kelime,zıt kelime,B1
2415,restore,eski haline getirmek,onarmak,yenilemek,B1
2416,magician,büyücü,siirbaz,hokkabaz,B1
2417,magical,büyülü,sihirli,fevkalade,B1
2418,involved,karışmış,ilgi duyan,karmaşık,B1
2419,sorrow,keder,üzüntü,acı,B1
2420,ironing,ütü,ütüleme,ütü işi,B1
2421,aspect,yön,açı,görünüm,B1
2422,sort,çeşit,tür,ayıklamak,B1
2423,irregular,düzensiz,kuralsız,intizamsız,B1
2424,stare,dik dik bakmak,bakış,gözünü dikmek,B1
2425,rudely,kabalıkla,kabaca,saygısızca,B1
2426,anyhow,her neyse,zaten,nasılsa,B1
2427,soul,ruh,can,nefis,B1
2428,irritate,sinirlendirmek,tahriş etmek,öfkelendirmek,B1
2429,race,yarış,ırk,koşmak,B1
2430,aside,bir yana,kenara,öte,B1
2431,racial,ırksal,ırkî,ırk ile ilgili,B1
2432,respectable,saygın,saygıdeğer,uygun,B1
2433,standard,standart,ölçüt,seviye,B1
2434,rubbish,çöp,zübük,saçmalık,B1
2435,isle,ada,küçük ada,adacık,B1
2436,luxury,lüks,gösteriş,konfor,B1
2437,rubber,kauçuk,silgi,lastik,B1
2438,lung,akciğer,solunum organı,nefes,B1
2439,magnificent,görkemli,muhteşem,şahane,B1
2440,involve,içermek,dahil etmek,bulaştırmak,B1
2441,sore,ağrıyan,acıyan,yara,B1
2442,anxiously,endişeyle,kaygıyla,merakla,B1
2443,abandon,terk etmek,vazgeçmek,bırakmak,B1
2444,anxiety,kaygı,endişe,kaygılılık,B1
2445,soothe,yatıştırmak,sakinleştirmek,hafifletmek,B1
2446,accessible,erişilebilir,ulaşılabilir,kolay varılır,B1
2447,rest,dinlenmek,istirahat,geri kalan,B1
2448,question mark,soru işareti,şüphe,belirsizlik,B1
2449,invest,yatırım yapmak,sermaye koymak,donatmak,B1
2450,questionnaire,anket,soru formu,anket formu,B1
2451,majority,çoğunluk,ekseriyet,reşitlik,B1
2452,queue,kuyruk,sıra,bekleme,B1
2453,sophomore,ikinci sınıf öğrencisi,üniversite ikincisi,deneyimsiz kimse,B1
2454,restrict,kısıtlamak,sınırlamak,yasaklamak,B1
2455,maintenance,bakım,onarım,geçim,B1
2456,maintain,sürdürmek,bakım yapmak,iddia etmek,B1
2457,responsible,sorumlu,görevli,mesul,B1
2458,access,erişim,ulaşım,giriş,B1
